City;Couleur;Forme;State;Time;Date;Heure
Madera;;SPHERE;CA;6/24/1956 14:00;24/6/1956;14:00
Willow Grove;;LIGHT;PA;6/30/1956 1:00;30/6/1956;1:00
Cape Girardeau;;DIAMOND;MO;6/30/1956 13:00;30/6/1956;13:00
New Brunswick;;DISK;NJ;6/30/1956 16:00;30/6/1956;16:00
Houston;;TRIANGLE;TX;6/30/1956 18:30;30/6/1956;18:30
Beatrice;;OTHER;NE;7/1/1956 16:00;1/7/1956;16:00
Wichita;;VARIOUS;KS;7/12/1956 19:00;12/7/1956;19:00
Sacramento;;DISK;CA;7/14/1956 19:30;14/7/1956;19:30
East Hampton;;DISK;CT;7/15/1956 0:00;15/7/1956;0:00
Yellowstone Park;;DISK;WY;7/15/1956 0:00;15/7/1956;0:00
Sugarcreek;;DISK;OH;7/15/1956 5:00;15/7/1956;5:00
Harvard;;VARIOUS;MA;8/1/1956 20:00;1/8/1956;20:00
Bradford;YELLOW;SPHERE;AL;8/1/1956 23:30;1/8/1956;23:30
Norfolk;;CIGAR;VA;9/9/1956 5:55;9/9/1956;5:55
Middle River;BLUE;CIRCLE;MD;9/15/1956 20:00;15/9/1956;20:00
Hope;;CIRCLE;AR;9/20/1956 16:00;20/9/1956;16:00
Greenwich;;LIGHT;CT;9/21/1956 0:00;21/9/1956;0:00
Newport;;RECTANGLE;NH;10/1/1956 19:00;1/10/1956;19:00
Edna;;CIRCLE;TX;10/10/1956 21:00;10/10/1956;21:00
Mt. Vernon;;DISK;IN;10/15/1956 21:30;15/10/1956;21:30
Aberdeen;ORANGE;CIRCLE;SD;11/15/1956 18:30;15/11/1956;18:30
Painsville;;RECTANGLE;OH;11/27/1956 22:00;27/11/1956;22:00
Columbus;;FORMATION;OH;12/1/1956 23:00;1/12/1956;23:00
Dallas;;VARIOUS;TX;1/1/1957 21:00;1/1/1957;21:00
Jena;;SPHERE;LA;3/5/1957 19:30;5/3/1957;19:30
Fort Devans;;OVAL;MA;3/7/1957 4:00;7/3/1957;4:00
Los Angeles;;FORMATION;CA;3/15/1957 13:00;15/3/1957;13:00
Los Angeles;;DISK;CA;3/15/1957 15:00;15/3/1957;15:00
Canton;;CIGAR;OH;5/1/1957 12:00;1/5/1957;12:00
Rhinebeck;;DIAMOND;NY;5/25/1957 13:00;25/5/1957;13:00
Union Bower are irving;;FORMATION;TX;6/1/1957 0:00;1/6/1957;0:00
El Paso;;DISK;TX;6/1/1957 10:00;1/6/1957;10:00
E. Los Angeles;;LIGHT;CA;6/1/1957 12:00;1/6/1957;12:00
Glens Falls;;DISK;NY;6/1/1957 20:00;1/6/1957;20:00
Irving;;LIGHT;TX;6/1/1957 22:00;1/6/1957;22:00
Hicksville;;CIRCLE;NY;6/6/1957 22:00;6/6/1957;22:00
Green Lake;;OVAL;MI;6/12/1957 19:00;12/6/1957;19:00
Livermore Falls;;DIAMOND;ME;6/14/1957 10:00;14/6/1957;10:00
Great Falls;;VARIOUS;MT;6/15/1957 0:00;15/6/1957;0:00
Hartford City;;DISK;IN;6/15/1957 13:00;15/6/1957;13:00
Walled Lake;;CYLINDER;MI;6/15/1957 23:30;15/6/1957;23:30
San Leandro;;LIGHT;CA;6/19/1957 21:00;19/6/1957;21:00
Lubbock;;TRIANGLE;TX;6/21/1957 17:00;21/6/1957;17:00
Norwalk;;DISK;CA;6/21/1957 19:30;21/6/1957;19:30
Arctic;;CIGAR;AK;6/30/1957 0:00;30/6/1957;0:00
Dallas;;OTHER;TX;6/30/1957 0:00;30/6/1957;0:00
Birmingham;;VARIOUS;MI;6/30/1957 3:30;30/6/1957;3:30
New York City;;TEARDROP;NY;6/30/1957 12:00;30/6/1957;12:00
Burlington;;CIRCLE;IA;6/30/1957 13:00;30/6/1957;13:00
Russellville;ORANGE;SPHERE;AR;6/30/1957 18:00;30/6/1957;18:00
Barker;;DISK;NY;6/30/1957 20:00;30/6/1957;20:00
Albany;;CIRCLE;CA;6/30/1957 21:00;30/6/1957;21:00
Mullens;;OVAL;WV;7/1/1957 13:00;1/7/1957;13:00
Talcott;;SPHERE;WV;7/1/1957 13:00;1/7/1957;13:00
Del Rio;;CIGAR;TX;7/1/1957 20:00;1/7/1957;20:00
Phillipsburg;;CIGAR;NJ;7/10/1957 20:00;10/7/1957;20:00
Baltimore;;OTHER;MD;7/10/1957 22:00;10/7/1957;22:00
Chesapeake;;DISK;OH;7/13/1957 9:00;13/7/1957;9:00
Temple City;;LIGHT;CA;7/15/1957 12:00;15/7/1957;12:00
Houston;;DIAMOND;TX;7/15/1957 13:00;15/7/1957;13:00
Williamsport;;CIGAR;PA;7/15/1957 14:00;15/7/1957;14:00
Long Beach;;DISK;CA;7/15/1957 15:00;15/7/1957;15:00
Denver;;LIGHT;CO;7/15/1957 22:00;15/7/1957;22:00
Kresgeville;;VARIOUS;PA;7/15/1957 22:00;15/7/1957;22:00
Salt  Lake City;;DISK;UT;7/15/1957 22:00;15/7/1957;22:00
Kansas City;RED;LIGHT;MO;7/15/1957 23:30;15/7/1957;23:30
Arco;;DISK;ID;8/1/1957 12:00;1/8/1957;12:00
Vandalia;;DISK;OH;8/3/1957 20:00;3/8/1957;20:00
Bainbridge;;FIREBALL;MD;8/4/1957 2:00;4/8/1957;2:00
Indianapolis;;LIGHT;IN;8/7/1957 1:00;7/8/1957;1:00
San Diego;;DISK;CA;8/9/1957 0:30;9/8/1957;0:30
Ticonderoga;;DISK;NY;8/14/1957 16:00;14/8/1957;16:00
California;;FIREBALL;CA;8/14/1957 21:00;14/8/1957;21:00
Longview;;TRIANGLE;WA;8/15/1957 1:00;15/8/1957;1:00
Ludlow;;CIGAR;MA;8/15/1957 1:00;15/8/1957;1:00
Exeter;;DISK;NH;8/15/1957 21:00;15/8/1957;21:00
Auburn;;VARIOUS;MA;8/15/1957 21:30;15/8/1957;21:30
Smith's Ferry;;DISK;ID;8/16/1957 21:30;16/8/1957;21:30
Huntington;;TRIANGLE;IN;8/17/1957 23:00;17/8/1957;23:00
Graham;;SPHERE;TX;9/1/1957 16:00;1/9/1957;16:00
Brecksville;;CIRCLE;OH;9/1/1957 23:00;1/9/1957;23:00
Los Gatos;;DISK;CA;9/5/1957 17:30;5/9/1957;17:30
St. Paul;;DISK;MN;9/10/1957 19:15;10/9/1957;19:15
El Paso;;DISK;TX;9/15/1957 4:00;15/9/1957;4:00
Lake Jackson;;FIREBALL;TX;9/15/1957 21:30;15/9/1957;21:30
Tacoma;;DISK;WA;9/15/1957 23:00;15/9/1957;23:00
Hopkinsville;;CIGAR;KY;9/20/1957 0:00;20/9/1957;0:00
Nelchina;;VARIOUS;AK;10/1/1957 16:00;1/10/1957;16:00
Martelle;;CIGAR;IA;10/1/1957 20:30;1/10/1957;20:30
Paterson;;DISK;NJ;10/1/1957 21:00;1/10/1957;21:00
Northeast Cape AFS;;VARIOUS;AK;10/1/1957 22:00;1/10/1957;22:00
St. Paul;;LIGHT;MN;10/5/1957 19:00;5/10/1957;19:00
England;;DISK;AR;10/15/1957 1:45;15/10/1957;1:45
New York City;;VARIOUS;NY;10/15/1957 2:00;15/10/1957;2:00
Houston;;LIGHT;TX;10/15/1957 20:30;15/10/1957;20:30
Commerce City;;FIREBALL;CO;10/15/1957 22:00;15/10/1957;22:00
Teaneck;;CYLINDER;NJ;11/10/1957 17:00;10/11/1957;17:00
Corpus Christi;;LIGHT;TX;11/10/1957 19:00;10/11/1957;19:00
St Lawrence Island;;OTHER;AK;11/10/1957 20:00;10/11/1957;20:00
Madison;;CIGAR;WI;12/28/1957 0:00;28/12/1957;0:00
Pep;;FIREBALL;TX;1/1/1958 22:00;1/1/1958;22:00
Howell;;CIGAR;MI;2/15/1958 2:30;15/2/1958;2:30
Winooski;;OVAL;VT;4/17/1958 21:30;17/4/1958;21:30
Palmer Park;;SPHERE;MD;5/5/1958 20:00;5/5/1958;20:00
North Hollywood;;CIRCLE;CA;5/7/1958 10:00;7/5/1958;10:00
Cincinnati;;DIAMOND;OH;5/16/1958 0:00;16/5/1958;0:00
North Hollywood;;SPHERE;CA;5/20/1958 0:00;20/5/1958;0:00
Middlesex;;CIRCLE;NC;6/1/1958 2:00;1/6/1958;2:00
San Francisco;;OVAL;CA;6/1/1958 19:00;1/6/1958;19:00
New York City;;OVAL;NY;6/1/1958 21:00;1/6/1958;21:00
Timpson;;LIGHT;TX;6/1/1958 22:00;1/6/1958;22:00
Grand Island;;CIRCLE;NE;6/1/1958 22:30;1/6/1958;22:30
Cincinnati;;DIAMOND;OH;6/6/1958 9:30;6/6/1958;9:30
Baldwin Park;;CIGAR;CA;6/10/1958 12:00;10/6/1958;12:00
Florala ?;;DISK;AL;6/15/1958 0:00;15/6/1958;0:00
Mountain View;;OTHER;MO;6/15/1958 0:00;15/6/1958;0:00
Coffeyville;;CIGAR;KS;6/15/1958 15:00;15/6/1958;15:00
Yonkers;;LIGHT;NY;6/15/1958 15:00;15/6/1958;15:00
Menlo Park;;LIGHT;CA;6/15/1958 19:15;15/6/1958;19:15
Houston;;DISK;TX;6/15/1958 20:00;15/6/1958;20:00
Oklahoma;;LIGHT;OK;6/15/1958 22:00;15/6/1958;22:00
Pawnee;;VARIOUS;OK;6/15/1958 23:00;15/6/1958;23:00
Pawnee;;LIGHT;OK;6/15/1958 23:00;15/6/1958;23:00
Silverdale;;CYLINDER;WA;6/30/1958 12:00;30/6/1958;12:00
Conyers;;TEARDROP;GA;6/30/1958 13:00;30/6/1958;13:00
Camden;;DISK;ME;6/30/1958 16:00;30/6/1958;16:00
Fort Worth;;DISK;TX;6/30/1958 20:00;30/6/1958;20:00
Durham;;LIGHT;KS;6/30/1958 21:30;30/6/1958;21:30
Thibodaux;;FIREBALL;LA;6/30/1958 23:00;30/6/1958;23:00
Osmond;;VARIOUS;NE;7/1/1958 4:48;1/7/1958;4:48
Muncie;;VARIOUS;IN;7/1/1958 21:00;1/7/1958;21:00
Cheektowaga;;TEARDROP;NY;7/10/1958 9:00;10/7/1958;9:00
Woodland Hills;;LIGHT;FL;7/10/1958 17:00;10/7/1958;17:00
no data;;DISK;UT;7/11/1958 23:00;11/7/1958;23:00
Novato;;DISK;CA;7/15/1958 17:30;15/7/1958;17:30
Rock Springs;;DISK;WY;7/20/1958 21:30;20/7/1958;21:30
Randallstown;;TRIANGLE;MD;7/30/1958 22:00;30/7/1958;22:00
Derby;;DISK;CT;8/1/1958 19:00;1/8/1958;19:00
Scarborough;;DISK;ME;8/8/1958 15:00;8/8/1958;15:00
Bellevue;;LIGHT;WA;8/10/1958 21:30;10/8/1958;21:30
Monroe;;OVAL;GA;8/15/1958 14:00;15/8/1958;14:00
Fargo;;DISK;ND;9/1/1958 20:00;1/9/1958;20:00
Perry;RED;TRIANGLE;IA;9/1/1958 21:00;1/9/1958;21:00
Arthur;;VARIOUS;ND;9/7/1958 19:00;7/9/1958;19:00
Ashland;;CIRCLE;KY;9/14/1958 19:30;14/9/1958;19:30
Davis Jct.;;FIREBALL;IL;9/20/1958 22:20;20/9/1958;22:20
Phelps County;;DISK;NE;9/25/1958 19:00;25/9/1958;19:00
St. Paul;;OTHER;MN;10/20/1958 21:00;20/10/1958;21:00
Terrebonne;;VARIOUS;OR;10/25/1958 20:00;25/10/1958;20:00
Riverside;;LIGHT;IL;10/30/1958 1:00;30/10/1958;1:00
Greenville;;DISK;RI;11/15/1958 22:30;15/11/1958;22:30
Milwaukee;;DISK;WI;11/25/1958 23:00;25/11/1958;23:00
South San Francisco;;DISK;CA;1/10/1959 18:30;10/1/1959;18:30
New York City;;VARIOUS;NY;3/1/1959 23:00;1/3/1959;23:00
Miami;;SPHERE;FL;4/1/1959 1:00;1/4/1959;1:00
Mendham;;DISK;NJ;4/15/1959 21:00;15/4/1959;21:00
Baden;;CYLINDER;PA;4/26/1959 19:00;26/4/1959;19:00
Columbus;;LIGHT;OH;5/1/1959 18:30;1/5/1959;18:30
El Sobrante;YELLOW;CIRCLE;CA;5/5/1959 9:00;5/5/1959;9:00
Evanston;;VARIOUS;IL;5/15/1959 4:00;15/5/1959;4:00
Cincinnati;;DISK;OH;5/30/1959 17:00;30/5/1959;17:00
Wabash River;;CIRCLE;IN;6/1/1959 8:00;1/6/1959;8:00
Nashville;;VARIOUS;TX;6/1/1959 12:00;1/6/1959;12:00
Orange;;CYLINDER;CT;6/1/1959 12:00;1/6/1959;12:00
Sidney;;LIGHT;OH;6/1/1959 18:30;1/6/1959;18:30
Nelson;;CIGAR;NE;6/1/1959 22:00;1/6/1959;22:00
Arvada;;CIRCLE;CO;6/5/1959 13:00;5/6/1959;13:00
Monroe;;VARIOUS;MI;6/10/1959 13:00;10/6/1959;13:00
Missoula;;VARIOUS;MT;6/15/1959 1:00;15/6/1959;1:00
Minneapolis;;OTHER;MN;6/15/1959 8:30;15/6/1959;8:30
Campbell;;DISK;CA;6/15/1959 10:00;15/6/1959;10:00
Buffalo;;LIGHT;WV;6/15/1959 23:00;15/6/1959;23:00
Minneapolis;;FORMATION;MN;6/23/1959 22:00;23/6/1959;22:00
Globe;;RECTANGLE;AZ;6/28/1959 13:00;28/6/1959;13:00
Campbellsport;;CIRCLE;WI;6/30/1959 14:00;30/6/1959;14:00
New York City;;OVAL;NY;6/30/1959 20:00;30/6/1959;20:00
Phoenix;;DISK;AZ;6/30/1959 21:00;30/6/1959;21:00
Strathmore;;DISK;CA;7/1/1959 1:00;1/7/1959;1:00
Castle Rock;;CIGAR;WA;7/1/1959 20:00;1/7/1959;20:00
Gardner Lake;;OVAL;ME;7/4/1959 20:00;4/7/1959;20:00
Long Beach;;LIGHT;CA;7/7/1959 23:00;7/7/1959;23:00
Nort Sutton;;VARIOUS;NH;7/15/1959 12:00;15/7/1959;12:00
New Albany;;CIGAR;IN;7/15/1959 23:00;15/7/1959;23:00
Worcester;;OTHER;MA;7/16/1959 18:00;16/7/1959;18:00
Salem;;DISK;OH;7/19/1959 1:00;19/7/1959;1:00
Fort Lauderdale;;LIGHT;FL;7/20/1959 21:30;20/7/1959;21:30
Allendale;;LIGHT;KY;7/22/1959 14:30;22/7/1959;14:30
Golden;;DISK;TX;8/1/1959 18:00;1/8/1959;18:00
Reseda;;DISK;CA;8/10/1959 1:30;10/8/1959;1:30
Troy;;VARIOUS;NY;8/13/1959 21:00;13/8/1959;21:00
Jewett;;LIGHT;NY;8/13/1959 22:30;13/8/1959;22:30
Roswell;;VARIOUS;NM;8/15/1959 15:00;15/8/1959;15:00
Mohave;;LIGHT;CA;8/15/1959 21:00;15/8/1959;21:00
Lake Bonita;;FIREBALL;NM;8/20/1959 3:00;20/8/1959;3:00
Fallon;;OVAL;NV;9/15/1959 0:00;15/9/1959;0:00
Goldfield;;LIGHT;NV;9/15/1959 1:00;15/9/1959;1:00
Dayton;;DISK;OH;9/15/1959 11:30;15/9/1959;11:30
New York City;;OTHER;NY;10/1/1959 16:00;1/10/1959;16:00
Jacksonville;;VARIOUS;IL;10/1/1959 19:00;1/10/1959;19:00
Duluth;;VARIOUS;WI;10/1/1959 20:45;1/10/1959;20:45
Duluth;;VARIOUS;WI;10/5/1959 18:30;5/10/1959;18:30
Rock Hill;;TRIANGLE;SC;10/5/1959 19:00;5/10/1959;19:00
Marysville;;OTHER;WA;10/15/1959 0:00;15/10/1959;0:00
Four States;RED;SPHERE;WV;10/16/1959 22:30;16/10/1959;22:30
Starke;;SPHERE;FL;11/11/1959 20:00;11/11/1959;20:00
Lafayette;;CIRCLE;IN;11/15/1959 1:30;15/11/1959;1:30
Los Angeles;;DISK;CA;12/20/1959 18:30;20/12/1959;18:30
Tehachapi;;FIREBALL;CA;12/30/1959 18:35;30/12/1959;18:35
Del Mar;;VARIOUS;CA;12/30/1959 23:00;30/12/1959;23:00
Bristol;;DISK;VA;1/15/1960 22:00;15/1/1960;22:00
St. Paul;;CIGAR;MN;2/1/1960 22:15;1/2/1960;22:15
Hartwell;;CIGAR;GA;2/1/1960 23:00;1/2/1960;23:00
Winston-Salem;;CIGAR;NC;2/18/1960 21:00;18/2/1960;21:00
Houston;;TRIANGLE;TX;3/12/1960 23:00;12/3/1960;23:00
Houston;;OTHER;TX;4/1/1960 21:00;1/4/1960;21:00
Tucson;;LIGHT;AZ;5/1/1960 20:00;1/5/1960;20:00
Schenectady;;VARIOUS;NY;5/15/1960 0:00;15/5/1960;0:00
Terre Haute;;OTHER;IN;5/15/1960 18:00;15/5/1960;18:00
Great Bend;;OTHER;KS;6/1/1960 0:00;1/6/1960;0:00
Salt Lake City;;DISK;UT;6/1/1960 0:00;1/6/1960;0:00
Seattle;GREEN;OVAL;WA;6/1/1960 0:00;1/6/1960;0:00
Yakima;;OTHER;WA;6/1/1960 2:30;1/6/1960;2:30
Palmdale;;DISK;CA;6/1/1960 12:00;1/6/1960;12:00
Sacramento;;CIGAR;CA;6/1/1960 12:00;1/6/1960;12:00
Chadd's Ford;;CYLINDER;PA;6/1/1960 13:00;1/6/1960;13:00
New Jersey;;CIGAR;NJ;6/1/1960 13:00;1/6/1960;13:00
Watervliet;;DISK;MI;6/1/1960 18:00;1/6/1960;18:00
Vassalboro;;OVAL;ME;6/1/1960 20:00;1/6/1960;20:00
Silverfdale;;VARIOUS;WA;6/1/1960 22:00;1/6/1960;22:00
Santa Ana;;DISK;CA;6/3/1960 18:00;3/6/1960;18:00
Cape Canaveral;;FIREBALL;FL;6/6/1960 12:00;6/6/1960;12:00
Philadelphia;;SPHERE;PA;6/10/1960 18:00;10/6/1960;18:00
Barstow-Baker;;DISK;CA;6/11/1960 2:00;11/6/1960;2:00
Great Falls;;FORMATION;MT;6/12/1960 14:30;12/6/1960;14:30
Quincy;;DISK;CA;6/13/1960 2:00;13/6/1960;2:00
Baltimore;;OTHER;MD;6/15/1960 21:00;15/6/1960;21:00
Kansas City;;DISK;KS;6/15/1960 21:45;15/6/1960;21:45
Chicago;;OVAL;IL;6/18/1960 23:00;18/6/1960;23:00
East Bernstadt;;DISK;KY;6/21/1960 14:00;21/6/1960;14:00
Albertson;;VARIOUS;NY;6/30/1960 0:00;30/6/1960;0:00
Litchfield;;OTHER;PA;6/30/1960 12:00;30/6/1960;12:00
Portland;;DISK;OR;6/30/1960 20:30;30/6/1960;20:30
;;DISK;NV;7/1/1960 12:00;1/7/1960;12:00
Stevens;;OTHER;MN;7/1/1960 12:00;1/7/1960;12:00
Portland;;VARIOUS;OR;7/1/1960 20:00;1/7/1960;20:00
New Berlin;;CIRCLE;WI;7/4/1960 21:30;4/7/1960;21:30
Springdale;;FORMATION;AR;7/7/1960 22:00;7/7/1960;22:00
La Verne;ORANGE YELLOW;CIRCLE;CA;7/15/1960 1:00;15/7/1960;1:00
Pacific Coast Highway;;VARIOUS;CA;7/15/1960 10:00;15/7/1960;10:00
Goldsboro;;SPHERE;NC;7/15/1960 16:00;15/7/1960;16:00
Amarillo;;DIAMOND;TX;7/15/1960 21:00;15/7/1960;21:00
Upland;;CIRCLE;CA;7/30/1960 21:00;30/7/1960;21:00
Allentown;;CYLINDER;PA;8/1/1960 12:00;1/8/1960;12:00
Taftville;;DISK;CT;8/1/1960 15:00;1/8/1960;15:00
Boston;;DISK;MA;8/1/1960 18:00;1/8/1960;18:00
Carteret;;CIGAR;NJ;8/1/1960 18:00;1/8/1960;18:00
Crystal;;CIRCLE;WI;8/1/1960 23:00;1/8/1960;23:00
Cherokee;;FIREBALL;NC;8/2/1960 23:00;2/8/1960;23:00
Belmont;;CIRCLE;NY;8/10/1960 1:00;10/8/1960;1:00
Watchung;RED;CIGAR;NJ;8/10/1960 18:00;10/8/1960;18:00
Cottonwood;;VARIOUS;WA;8/13/1960 19:00;13/8/1960;19:00
Saugus;;CIRCLE;MA;8/15/1960 15:00;15/8/1960;15:00
Framingham;;OVAL;MA;8/15/1960 16:00;15/8/1960;16:00
Long Beach;;OTHER;CA;8/17/1960 21:10;17/8/1960;21:10
Pittsburgh;;SPHERE;PA;8/20/1960 21:30;20/8/1960;21:30
Dickinson;;CIRCLE;ND;8/28/1960 21:00;28/8/1960;21:00
Buffalo;;OVAL;NY;9/5/1960 21:00;5/9/1960;21:00
Wichita;;OVAL;KS;9/10/1960 10:00;10/9/1960;10:00
Kingsport;ORANGE;CIRCLE;TN;9/15/1960 19:00;15/9/1960;19:00
Seattle;;DISK;WA;9/15/1960 20:30;15/9/1960;20:30
Susanville;;VARIOUS;CA;9/15/1960 21:00;15/9/1960;21:00
Kaneohe;;LIGHT;HI;10/10/1960 20:00;10/10/1960;20:00
Burnsville;;VARIOUS;MN;10/18/1960 0:00;18/10/1960;0:00
Westbury;;DISK;NY;11/2/1960 18:00;2/11/1960;18:00
Sumner;;SPHERE;WA;11/11/1960 2:00;11/11/1960;2:00
Kansas City;;VARIOUS;KS;11/15/1960 22:00;15/11/1960;22:00
Santa Clara;;CIRCLE;CA;1/1/1961 12:00;1/1/1961;12:00
Kendallville;;CIRCLE;IN;1/1/1961 13:00;1/1/1961;13:00
Lancaster;;DISK;CA;2/2/1961 1:00;2/2/1961;1:00
Panhandle;;DIAMOND;TX;2/22/1961 20:00;22/2/1961;20:00
McGuire AFB;RED GREEN;SPHERE;NJ;3/12/1961 21:00;12/3/1961;21:00
New York City;;CROSS;NY;3/29/1961 0:00;29/3/1961;0:00
Shenandoah;;LIGHT;PA;4/1/1961 20:00;1/4/1961;20:00
Altus;;CIRCLE;OK;4/15/1961 21:00;15/4/1961;21:00
Auburn;;CIGAR;WA;5/1/1961 22:00;1/5/1961;22:00
Parris Island;;VARIOUS;SC;5/15/1961 4:00;15/5/1961;4:00
Alpine;;DISK;UT;6/1/1961 0:00;1/6/1961;0:00
no data;;TEARDROP;NY;6/1/1961 18:00;1/6/1961;18:00
Opa Locka;;OTHER;FL;6/1/1961 18:00;1/6/1961;18:00
Carrollton;;VARIOUS;TX;6/10/1961 19:30;10/6/1961;19:30
Huntsville;;TRIANGLE;AL;6/15/1961 12:00;15/6/1961;12:00
Richardson;GREEN;LIGHT;TX;6/15/1961 15:00;15/6/1961;15:00
Frederick;;LIGHT;OK;6/15/1961 20:30;15/6/1961;20:30
Chicago;;DISK;IL;6/17/1961 19:00;17/6/1961;19:00
Webster Groves;;CIRCLE;MO;6/20/1961 0:00;20/6/1961;0:00
Dallas;;DISK;GA;6/22/1961 0:00;22/6/1961;0:00
Greensboro;;CIGAR;NC;6/30/1961 8:00;30/6/1961;8:00
Orlando;;DISK;FL;6/30/1961 15:00;30/6/1961;15:00
La Mirada;ORANGE;CIGAR;CA;6/30/1961 19:00;30/6/1961;19:00
Rotan;;SPHERE;TX;6/30/1961 22:00;30/6/1961;22:00
Lawrenceville;;CIRCLE;GA;7/1/1961 21:00;1/7/1961;21:00
West Haven;;LIGHT;CT;7/8/1961 21:00;8/7/1961;21:00
Sapulpa;;VARIOUS;OK;7/15/1961 1:00;15/7/1961;1:00
Gettysburg;;CIGAR;PA;7/15/1961 11:00;15/7/1961;11:00
Mount Hope;;VARIOUS;WV;7/15/1961 23:00;15/7/1961;23:00
Newberg;;EGG;OR;7/15/1961 23:30;15/7/1961;23:30
Arlington Heights;;DISK;IL;7/16/1961 19:50;16/7/1961;19:50
Mill Valley;;DISK;CA;8/1/1961 0:00;1/8/1961;0:00
Glenshaw;;DISK;PA;8/5/1961 21:15;5/8/1961;21:15
Pittsburgh;;SPHERE;PA;8/5/1961 23:00;5/8/1961;23:00
Palatine;ORANGE;DISK;IL;8/9/1961 20:00;9/8/1961;20:00
New York City;;DISK;NY;8/15/1961 19:00;15/8/1961;19:00
Evendale;;VARIOUS;OH;8/30/1961 0:00;30/8/1961;0:00
Fort Benning;;DISK;GA;9/1/1961 18:46;1/9/1961;18:46
Toledo;;LIGHT;OH;9/1/1961 20:30;1/9/1961;20:30
Wahoo;;EGG;NE;9/15/1961 20:00;15/9/1961;20:00
Toledo;;SPHERE;OH;10/1/1961 3:00;1/10/1961;3:00
Tulsa;;DISK;OK;10/1/1961 3:30;1/10/1961;3:30
Nashville;;DISK;TN;10/1/1961 19:00;1/10/1961;19:00
Graham;;TRIANGLE;NC;10/1/1961 22:00;1/10/1961;22:00
Bristol;;SPHERE;TN;10/10/1961 19:00;10/10/1961;19:00
Indialantic;;OVAL;FL;10/15/1961 18:00;15/10/1961;18:00
Bakersfield;RED;CIRCLE;CA;11/11/1961 23:00;11/11/1961;23:00
Leesville;;FLASH;SC;11/26/1961 10:00;26/11/1961;10:00
Bartow;;SPHERE;FL;12/17/1961 21:00;17/12/1961;21:00
Forestburg;;SPHERE;TX;12/26/1961 20:00;26/12/1961;20:00
Key West;;SPHERE;FL;1/1/1962 8:00;1/1/1962;8:00
Fayetteville;;CIRCLE;NC;2/19/1962 21:00;19/2/1962;21:00
Snohomish;;DIAMOND;WA;3/1/1962 8:00;1/3/1962;8:00
Wendover;;DISK;UT;3/3/1962 3:00;3/3/1962;3:00
Clayton;;VARIOUS;NC;3/8/1962 21:00;8/3/1962;21:00
Camden;;SPHERE;OH;3/15/1962 10:00;15/3/1962;10:00
Shenandoah;YELLOW;LIGHT;PA;3/31/1962 21:00;31/3/1962;21:00
Huntingdon;GREEN;VARIOUS;GA;4/15/1962 21:00;15/4/1962;21:00
Acoma;;CYLINDER;NM;5/15/1962 21:00;15/5/1962;21:00
Toms River;;DISK;NJ;5/15/1962 21:00;15/5/1962;21:00
Pittsburg;RED;VARIOUS;OK;5/15/1962 21:30;15/5/1962;21:30
Whitehouse;;LIGHT;NJ;5/20/1962 23:00;20/5/1962;23:00
Garland;;DISK;TX;5/30/1962 20:00;30/5/1962;20:00
Bartlesville;;VARIOUS;OK;6/1/1962 0:00;1/6/1962;0:00
Charleston;;DISK;SC;6/1/1962 12:00;1/6/1962;12:00
Ellwood City;;DISK;PA;6/1/1962 12:00;1/6/1962;12:00
Liberty Homes;;SPHERE;SC;6/1/1962 12:00;1/6/1962;12:00
San Francisco;;CIRCLE;CA;6/1/1962 19:00;1/6/1962;19:00
Aurora;;LIGHT;CO;6/1/1962 20:00;1/6/1962;20:00
Benton;;DISK;IL;6/1/1962 21:30;1/6/1962;21:30
Lempster;;CIRCLE;NH;6/14/1962 19:45;14/6/1962;19:45
Castle Rock;;SPHERE;WA;6/15/1962 0:00;15/6/1962;0:00
Lawrence County;;DISK;IL;6/15/1962 19:30;15/6/1962;19:30
Booneville;;DISK;NC;6/15/1962 20:00;15/6/1962;20:00
IL;;DISK;IL;6/15/1962 21:30;15/6/1962;21:30
Joyce;;OTHER;WA;6/16/1962 23:30;16/6/1962;23:30
Ossining;;VARIOUS;NY;6/25/1962 2:00;25/6/1962;2:00
Orlando;;SPHERE;FL;6/30/1962 0:00;30/6/1962;0:00
Granada Hills;;SPHERE;CA;6/30/1962 2:00;30/6/1962;2:00
Cadiz;;VARIOUS;CA;6/30/1962 7:00;30/6/1962;7:00
Royal Oak;;DISK;MI;6/30/1962 17:30;30/6/1962;17:30
Bethpage;;TRIANGLE;NY;6/30/1962 18:00;30/6/1962;18:00
Bay Area;;DISK;CA;6/30/1962 19:00;30/6/1962;19:00
Miami;;OVAL;FL;7/1/1962 0:00;1/7/1962;0:00
Chicago;;DISK;IL;7/1/1962 22:00;1/7/1962;22:00
Seattle;;OTHER;WA;7/1/1962 22:00;1/7/1962;22:00
Spearman;;VARIOUS;TX;7/4/1962 21:00;4/7/1962;21:00
Lindsay;;CYLINDER;OK;7/7/1962 2:00;7/7/1962;2:00
Tannersville;;LIGHT;NY;7/10/1962 10:00;10/7/1962;10:00
Avon-by-the-Sea;ORANGE;VARIOUS;NJ;7/15/1962 2:00;15/7/1962;2:00
Chicago;;OTHER;IL;7/15/1962 19:00;15/7/1962;19:00
East Windsor;ORANGE;CIRCLE;CT;7/15/1962 21:00;15/7/1962;21:00
Frankfort;;OVAL;MI;7/15/1962 21:00;15/7/1962;21:00
